place_name,place_id,level,hpi_type,hpi_flavor,frequency,yr,period,date,index_sa
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2005,2,2005-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2005,3,2005-09-01,211.09
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2005,3,2005-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2005,4,2005-12-01,215.57
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2005,4,2005-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2006,1,2006-03-01,218.72
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2006,1,2006-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2006,2,2006-06-01,220.23
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2006,2,2006-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2006,3,2006-09-01,220.56
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2006,3,2006-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2006,4,2006-12-01,221.6
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2006,4,2006-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2007,1,2007-03-01,222.93
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2007,1,2007-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2007,2,2007-06-01,222.31
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2007,2,2007-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2007,3,2007-09-01,219.45
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2007,3,2007-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2007,4,2007-12-01,215.44
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2007,4,2007-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2008,1,2008-03-01,210.5
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2008,1,2008-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2008,2,2008-06-01,204.59
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2008,2,2008-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2008,3,2008-09-01,199.42
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2008,3,2008-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2008,4,2008-12-01,193.55
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2008,4,2008-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2009,1,2009-03-01,192.37
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2009,1,2009-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2009,2,2009-06-01,189.68
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2009,2,2009-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2009,3,2009-09-01,188.81
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2009,3,2009-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2009,4,2009-12-01,188.7
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2009,4,2009-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2010,1,2010-03-01,186.98
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2010,1,2010-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2010,2,2010-06-01,186.01
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2010,2,2010-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2010,3,2010-09-01,182.97
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2010,3,2010-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2010,4,2010-12-01,181.15
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2010,4,2010-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2011,1,2011-03-01,177.11
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2011,1,2011-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2011,2,2011-06-01,175.59
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2011,2,2011-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2011,3,2011-09-01,176.12
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2011,3,2011-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2011,4,2011-12-01,176.43
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2011,4,2011-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2012,1,2012-03-01,177.21
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2012,1,2012-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2012,2,2012-06-01,179.97
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2012,2,2012-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2012,3,2012-09-01,182.15
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2012,3,2012-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2012,4,2012-12-01,184.9
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2012,4,2012-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2013,1,2013-03-01,188.74
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2013,1,2013-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2013,2,2013-06-01,192.48
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2013,2,2013-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2013,3,2013-09-01,195.47
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2013,3,2013-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2013,4,2013-12-01,197.43
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2013,4,2013-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2014,1,2014-03-01,199.82
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2014,1,2014-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2014,2,2014-06-01,201.53
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2014,2,2014-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2014,3,2014-09-01,203.72
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2014,3,2014-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2014,4,2014-12-01,206.33
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2014,4,2014-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2015,1,2015-03-01,209.17
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2015,1,2015-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2015,2,2015-06-01,211.86
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2015,2,2015-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2015,3,2015-09-01,214.44
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2015,3,2015-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2015,4,2015-12-01,217.45
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2015,4,2015-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2016,1,2016-03-01,220.17
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2016,1,2016-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2016,2,2016-06-01,223.34
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2016,2,2016-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2016,3,2016-09-01,226.66
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2016,3,2016-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2016,4,2016-12-01,230.17
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2016,4,2016-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2017,1,2017-03-01,233.1
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2017,1,2017-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2017,2,2017-06-01,237.12
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2017,2,2017-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2017,3,2017-09-01,240.71
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2017,3,2017-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2017,4,2017-12-01,244.33
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2017,4,2017-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2018,1,2018-03-01,248.85
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2018,1,2018-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2018,2,2018-06-01,251.73
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2018,2,2018-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2018,3,2018-09-01,254.93
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2018,3,2018-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2018,4,2018-12-01,257.71
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2018,4,2018-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2019,1,2019-03-01,260.84
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2019,1,2019-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2019,2,2019-06-01,263.89
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2019,2,2019-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2019,3,2019-09-01,267.36
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2019,3,2019-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2019,4,2019-12-01,271.82
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2019,4,2019-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2020,1,2020-03-01,277.05
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2020,1,2020-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2020,2,2020-06-01,278.71
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2020,2,2020-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2020,3,2020-09-01,289.21
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2020,3,2020-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2020,4,2020-12-01,302.09
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2020,4,2020-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2021,1,2021-03-01,313.01
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2021,1,2021-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2021,2,2021-06-01,327.14
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2021,2,2021-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2021,3,2021-09-01,341.87
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2021,3,2021-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2021,4,2021-12-01,354.81
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2021,4,2021-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2022,1,2022-03-01,370.02
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2022,1,2022-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2022,2,2022-06-01,381.8
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2022,2,2022-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2022,3,2022-09-01,381.36
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2022,3,2022-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2022,4,2022-12-01,382.39
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2022,4,2022-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2023,1,2023-03-01,385.71
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2023,1,2023-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2023,2,2023-06-01,393.04
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2023,2,2023-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2023,3,2023-09-01,401.64
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2023,3,2023-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2023,4,2023-12-01,406.66
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2023,4,2023-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2024,1,2024-03-01,411.09
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2024,1,2024-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2024,2,2024-06-01,415.93
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2024,2,2024-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2024,3,2024-09-01,419.91
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2024,3,2024-09-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2024,4,2024-12-01,425.59
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2024,4,2024-12-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2025,1,2025-03-01,428.73
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2025,1,2025-03-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2025,2,2025-06-01,428.68
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2025,2,2025-06-01,NA
United States,USA,USA or Census Division,traditional,purchase-only,quarterly,2025,3,2025-09-01,429.35
United States,USA,USA or Census Division,manufactured,purchase-only,quarterly,2025,3,2025-09-01,NA
